"sampleid","county","location","long_dd","lat_dd","year","date","type_orig","comm_name","species","type","tissue","da_ppm","da_ppm_prefix"
"M16P00082","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-02-09,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00087","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-02-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00089","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-02-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00090","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-02-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00111","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-02-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00116","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-02-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00117","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-02-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00122","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-02-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00124","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-03-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00125","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-03-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00139","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-03-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00140","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-03-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00143","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-03-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00155","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-03-14,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00156","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-03-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00157","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-03-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00171","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-03-21,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00178","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-03-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00179","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-03-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00185","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-03-28,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00192","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-03-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00193","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-03-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00202","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-04-04,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00206","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-04-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00207","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-04-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00221","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-04-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00225","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-04-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00226","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-04-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00242","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-04-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00253","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-04-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00252","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-04-19,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00260","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-04-25,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00261","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-04-25,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00263","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-04-25,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00276","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-05-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00279","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-05-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00280","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-05-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00302","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-05-09,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00304","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-05-09,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00305","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-05-09,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00329","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-05-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00330","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-05-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00332","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-05-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00342","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-05-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00343","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-05-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00359","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-05-26,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00362","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-05-31,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00363","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-05-31,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00370","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-05-31,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00383","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-06-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00384","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-06-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00386","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-06-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00399","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-06-13,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00401","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-06-13,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00402","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-06-13,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00406","Humboldt","Humboldt Bay, East Bay 1-1",-124.14492,40.81712,2016,2016-06-14,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00418","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-06-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00419","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-06-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.7,NA
"M16P00421","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-06-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"F160602801","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-06-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",3.1,NA
"F160602802","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-06-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00440","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-06-27,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00441","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-06-27,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00443","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-06-27,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"F160603102","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-06-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"F160603103","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-06-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"F16E00832","San Luis Obispo","Morro Bay, Lease M-614-01 P2",-120.8437,35.33749,2016,2016-07-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"F16E00833","San Luis Obispo","Morro Bay, Lease M-614-02",-120.85022,35.3311,2016,2016-07-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"F16E00834","San Luis Obispo","Morro Bay, Lease M-614-01 P1",-120.8489,35.34099,2016,2016-07-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00455","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-07-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00456","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-07-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00458","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-07-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00477","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-07-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00478","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-07-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00480","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-07-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00488","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-07-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00489","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-07-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00493","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-07-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00508","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-07-25,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00509","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-07-25,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00510","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-07-25,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00527","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-08-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00531","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-08-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00532","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-08-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00541","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-08-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00544","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-08-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00545","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-08-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00562","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-08-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00563","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-08-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00567","Marin","Tomales Bay, Lease #M430-04A",-122.942978,38.209411,2016,2016-08-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00575","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-08-17,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00582","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-08-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00583","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-08-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00585","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-08-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00598","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-08-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00599","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-08-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00601","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-08-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00618","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-09-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00628","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-09-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00629","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-09-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00637","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-09-12,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00638","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-09-12,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00639","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-09-12,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00658","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-09-19,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00661","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-09-19,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00662","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-09-19,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00676","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-09-26,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00677","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-09-26,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00679","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-09-27,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00692","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-10-03,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00694","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-10-03,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00695","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-10-03,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00711","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-10-10,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00716","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-10-10,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00717","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-10-10,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00734","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-10-17,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00742","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-10-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00743","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-10-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00749","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-10-24,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00750","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-10-24,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00752","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-10-24,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00768","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-10-31,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00778","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-11-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00779","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-11-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00788","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-11-07,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00789","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-11-07,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00790","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-11-07,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00808","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-11-14,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00809","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-11-14,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00812","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-11-14,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00830","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2016,2016-11-21,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00831","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-11-21,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00842","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2016,2016-11-28,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M16P00850","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2016,2016-11-28,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
